"HBCx14_AC1","HBCx14_chemonaive1","HBCx14_AC2","HBCx14_chemonaive2","HBCx14_AC3","HBCx14_AC4","HBCx14_chemonaive3","HBCx14_AC5","Symbol"
355,719,440,695,570,658,938,725,"LSM12"
4,16,10,8,9,4,13,15,"ASB16"
1326,3297,1726,3148,2081,2286,3843,2516,"EMC10"
184,467,177,371,170,219,446,272,"JOSD2"
7,0,11,4,8,11,2,8,"SHANK1"
338,839,442,800,536,462,1160,596,"FAM171A2"
614,793,706,862,941,1043,1237,1132,"DBF4B"
119,183,203,223,213,206,289,235,"PLCD3"
365,791,483,909,755,837,946,842,"FMNL3"
6,5,5,9,3,13,8,15,"AQP5"
1571,3131,1996,3171,2320,2548,4377,2735,"RACGAP1"
0,0,0,0,0,0,0,0,"OR7G1"
638,1485,1025,1889,1227,1530,2364,1572,"LARP4"
23,72,31,44,23,44,54,51,"GRASP"
1047,1978,1113,1825,1334,1454,2562,1710,"RAVER1"
0,0,3,0,5,0,2,2,"KRT84"
0,0,0,0,0,2,0,1,"KRT82"
2,8,5,7,11,7,17,10,"SYCE2"
462,764,470,672,622,576,857,799,"SPC24"
1,0,2,0,5,4,2,7,"IP6K3"
814,1807,975,1877,1241,1374,2429,1443,"LEMD2"
129,163,118,153,134,142,144,153,"ALOX15"
0,0,0,0,0,0,0,0,"TREML1"
48,58,32,87,42,54,109,59,"ADCY10P1"
109,200,119,200,146,179,309,194,"ZNF653"
92,237,105,193,89,129,300,158,"MED11"
3960,8252,4814,7993,6097,7395,9461,7749,"CXCL16"
0,1,0,0,0,0,1,0,"SCIMP"
0,0,0,0,0,0,1,0,"RNASEK-C17orf49"
14,33,16,26,27,29,23,23,"BCL6B"
0,0,1,1,0,0,0,0,"ASGR2"
103,150,118,172,125,164,165,190,"TNFSF13"
320,653,381,714,485,536,870,686,"SENP3"
45,181,58,154,52,38,153,52,"FGF11"
118,226,135,217,208,225,302,240,"EIF4A1"
237,626,276,621,323,369,753,348,"RPL26"
0,0,0,0,1,2,0,0,"CCDC42"
323,618,448,695,449,561,1008,643,"POLR3K"
297,601,358,622,393,472,789,555,"SNRNP25"
2,3,1,0,1,2,1,0,"PRR35"
2408,4147,2789,3267,3108,3321,4995,3712,"WDR90"
560,1059,661,1059,769,859,1458,902,"JMJD8"
165,423,228,296,201,183,469,229,"CCDC78"
3,2,5,0,3,1,2,8,"MSLNL"
0,0,0,0,0,0,0,0,"SSTR5"
600,1404,709,1253,821,760,1715,888,"SPSB3"
0,1,0,0,1,0,0,0,"MEIOB"
0,0,2,0,1,0,0,1,"HS3ST6"
282,396,324,371,450,425,522,465,"TEDC2"
943,1786,1155,1706,1458,1544,2359,1771,"CCNF"
465,1030,742,1236,765,870,1455,870,"TBC1D24"
517,954,648,835,690,646,998,839,"AMDHD2"
7,26,7,28,19,14,35,12,"NTN3"
2170,3620,2701,3631,3016,2911,4205,3103,"BICDL2"
1669,4866,1963,4372,2434,2438,5125,2721,"PAQR4"
138,332,169,304,179,187,395,199,"FLYWCH2"
55,134,59,97,73,103,84,96,"ZG16B"
399,945,585,981,698,876,1128,820,"ZNF75A"
427,762,537,1041,766,742,1224,847,"ADCY9"
1083,3528,1529,4202,2125,2371,4263,2367,"SHANK2"
342,699,454,745,565,630,1135,631,"CLPB"
347,903,437,927,634,659,1236,747,"NEU3"
462,1054,621,1084,649,790,1299,857,"CYB561A3"
46,72,53,72,41,74,110,64,"PPP1R32"
113,280,151,230,188,192,334,220,"ASRGL1"
1,4,1,0,2,2,4,4,"GNG3"
862,1593,1139,1508,1278,1296,2064,1551,"UBXN1"
75,162,112,164,101,88,225,102,"LBHD1"
245,529,365,552,409,490,740,444,"TTC9C"
254,558,313,506,333,401,736,444,"TAF6L"
1061,1929,1446,2188,1767,2178,2651,2367,"NXF1"
490,889,575,961,745,772,1176,854,"STX5"
280,449,323,376,266,285,431,362,"SLC25A45"
2460,5857,2598,5169,3309,3422,6924,3852,"RPL29"
0,0,1,0,0,1,2,1,"ITIH3"
1058,1885,1373,2027,1627,1824,2485,1926,"SYVN1"
426,865,554,839,555,616,1054,805,"ZFPL1"
1185,2461,1477,2546,1743,1987,3233,2270,"RPS6KA4"
1948,4247,2471,4612,3043,3367,5745,3703,"LRP5"
289,681,327,568,410,420,719,509,"TPCN2"
3,0,2,1,7,5,1,6,"FGF19"
0,0,0,0,0,0,0,0,"CYP4A22"
829,1498,1067,1299,1001,1563,1165,1518,"PDZK1IP1"
550,1749,778,1856,969,1199,1855,1198,"TAL1"
2778,8066,3773,8303,4087,4994,9019,5055,"CMPK1"
18,85,20,38,19,21,40,15,"BEND5"
6,13,5,15,9,3,7,9,"ELAVL4"
829,1768,1045,1823,1299,1658,2418,1817,"COA7"
412,1056,437,1142,520,665,1259,683,"ZYG11B"
1,2,3,1,3,2,1,0,"SLC1A7"
397,1030,530,1199,586,672,1333,683,"CZIB"
606,1285,809,1363,987,1171,1788,1279,"MAGOH"
95,176,94,141,164,125,156,179,"ACOT11"
0,0,1,2,0,0,0,1,"FAM151A"
192,373,239,406,247,283,572,350,"PARS2"
8,15,9,13,11,15,23,7,"LEXM"
7,12,10,12,6,9,17,8,"BSND"
1090,2961,1645,3526,1932,2294,4137,2172,"USP24"
221,340,332,359,361,447,456,531,"PLPP3"
591,1135,704,1143,860,987,1690,1118,"NOL9"
308,820,408,1079,417,458,1121,449,"PRKAA2"
1916,3346,2369,3541,3485,3639,5216,4350,"KLHL21"
10,22,12,30,27,28,34,18,"ZSWIM5"
342,1037,498,1005,617,750,1248,735,"GMEB1"
10,11,8,17,14,23,15,8,"SLC45A1"
2847,6636,3141,6588,3537,4348,7812,4442,"SELENON"
977,3694,1291,3839,1465,1546,3823,1690,"AK4"
1519,4332,2284,5034,3072,3415,5247,3108,"JAK1"
706,1859,991,2262,1138,1193,2778,1294,"RAVER2"
6,15,2,7,5,4,7,10,"CTRC"
391,1038,570,1072,630,683,1424,734,"LZIC"
557,1271,622,1434,708,822,1579,806,"RBP7"
0,0,0,0,0,0,0,0,"KNCN"
1229,2779,1378,3100,2161,1932,3242,2282,"FBLIM1"
0,0,0,0,0,0,0,0,"TMEM82"
42,53,63,78,42,61,87,71,"SLC25A34"
39,120,63,105,71,80,184,82,"AKR7A3"
56,114,76,129,95,134,128,122,"DRAXIN"
1,1,1,0,0,0,1,3,"PDPN"
0,0,1,0,0,0,0,0,"LRRC38"
303,550,449,391,418,546,545,524,"DHRS3"
18,13,16,15,9,9,15,11,"MATN1"
67,50,91,29,143,203,42,138,"LAPTM5"
2280,5231,2788,5389,3596,3833,5984,4274,"SDC3"
1195,2362,1454,2405,1693,1729,3172,2138,"PEF1"
47,148,75,156,89,73,172,79,"SYNC"
4077,9924,5226,9966,6525,7238,11860,7905,"RBBP4"
8722,20781,10452,18973,11498,12235,23642,12906,"KIAA1522"
6,32,19,17,13,16,27,14,"TSSK3"
610,1032,631,1044,820,844,1272,928,"TMCO4"
24,38,30,51,43,44,77,42,"UBXN10"
64,53,126,91,138,194,72,183,"CAMK2N1"
262,362,384,377,340,398,533,546,"ALPL"
125,173,160,146,143,152,197,139,"WNT4"
40,109,50,104,54,60,91,62,"TTLL10"
267,480,300,384,354,327,528,370,"SCNN1D"
35,35,40,49,71,50,66,105,"MXRA8"
1668,3111,1995,3362,2304,2407,4424,2797,"FAAP20"
2190,2981,2583,2994,3713,3958,3327,4334,"MEGF6"
1,0,1,1,0,0,0,0,"CCDC27"
0,0,0,0,0,0,0,0,"IL23R"
42,64,41,70,38,31,49,58,"DIRAS3"
0,1,0,0,0,0,0,0,"C1orf87"
792,1993,1304,1904,1292,1344,2307,1398,"NFIA"
194,424,310,539,343,355,720,426,"OMA1"
622,1560,1023,2024,1149,1547,1979,1454,"MYSM1"
390,838,491,799,543,579,1108,622,"TM2D1"
1501,4164,1946,4183,2288,2808,4943,2784,"USP1"
2186,4984,3032,6266,4045,4992,7279,4673,"FUBP1"
13,10,5,6,24,17,28,17,"NEXN"
430,1085,671,1427,700,755,1516,835,"DNAJB4"
0,0,1,1,1,1,0,1,"ADGRL4"
17,66,31,64,23,26,83,28,"LRRIQ3"
0,0,0,0,0,0,0,2,"LRRC53"
374,830,476,960,509,691,1448,721,"TYW3"
0,0,1,1,0,1,1,1,"LHX8"
360,908,367,1194,436,584,1252,491,"SNX7"
19,6,68,14,43,32,19,50,"B3GALT2"
3,0,9,0,4,6,3,5,"NTNG1"
894,3292,1097,3871,1386,1579,4008,1337,"FAM102B"
524,1263,615,1343,634,719,1575,773,"HENMT1"
1,1,2,0,4,3,1,2,"AKNAD1"
378,658,461,815,451,623,1048,579,"C1orf52"
1,1,4,4,8,4,5,5,"WDR63"
339,758,498,933,626,821,748,643,"GBP2"
399,629,428,688,592,698,1048,748,"ATXN7L2"
46,23,56,7,92,200,13,97,"GBP4"
805,1793,1014,2084,1327,1742,2331,1584,"ZNF326"
9,14,9,25,9,21,23,13,"HFM1"
61,105,81,86,71,105,110,84,"BRINP3"
27,48,39,45,43,52,50,50,"GFI1"
0,0,0,0,0,0,0,0,"LSP1P3"
0,2,1,0,1,0,0,3,"KCNT2"
424,907,505,1379,589,757,1525,730,"AGL"
92,44,171,22,180,303,32,219,"VCAM1"
385,903,515,1102,544,639,1133,569,"EXTL2"
790,1409,945,1924,1102,1533,2171,1188,"SLC30A7"
0,0,0,0,0,0,0,0,"DNAJA1P5"
366,836,619,1015,755,948,1181,872,"ZNF281"
3930,9759,4897,10613,5402,6279,12262,6620,"ARPC5"
2,7,1,1,6,5,2,7,"CADM3"
3,0,3,4,1,5,1,3,"NLRP3"
1187,3007,1425,2958,1828,1982,3691,2050,"ZNF496"
0,0,0,0,0,0,0,0,"TRIM58"
1,0,1,1,0,0,0,2,"SLAMF9"
0,0,0,0,0,0,0,0,"OR2M5"
9,8,9,21,15,22,13,25,"KCNJ9"
890,1711,1133,1879,1231,1357,2591,1405,"IGSF8"
43,68,55,53,63,90,61,76,"DDR2"
4505,8292,5810,9881,7462,9439,10465,9640,"PEA15"
563,1503,788,1320,770,906,1762,1087,"PEX19"
2475,5438,3414,5325,3918,4247,6599,4527,"NCSTN"
3068,7392,3950,7201,4517,4894,8700,5305,"VANGL2"
0,0,0,0,0,0,0,0,"SLAMF6"
45,37,69,57,129,122,81,147,"OLFML2B"
26,36,7,41,27,23,39,27,"FCRLB"
0,3,0,1,5,2,0,1,"FCGR3B"
1,11,3,1,4,3,3,3,"SLC9C2"
23,39,30,52,32,29,51,35,"KLHDC9"
153,395,192,346,214,331,423,315,"C1orf74"
0,0,1,1,1,3,0,0,"LMX1A"
0,0,0,0,2,1,0,3,"LRRC52"
228,744,366,845,487,556,1034,537,"FLVCR1"
2,0,2,1,3,1,0,0,"FAM71A"
638,1690,894,1139,1155,1031,1563,1299,"ATF3"
283,594,422,778,521,626,868,589,"RBM15"
402,679,496,914,647,853,933,792,"DENND2D"
9,8,12,9,2,7,9,13,"AXDND1"
333,1132,500,1247,507,553,1463,546,"TDRD5"
1776,3397,2415,3517,2880,3331,5619,3600,"IER5"
26,56,20,34,44,55,38,50,"SNED1"
1106,2060,1498,2207,1627,1699,2853,1911,"BPNT1"
17,10,20,32,17,12,33,20,"SPATA17"
381,888,505,988,528,522,1001,568,"C1orf115"
854,2136,1141,2301,1186,1485,2541,1431,"BROX"
99,204,144,244,190,178,333,192,"NBPF20"
531,997,648,1070,677,745,1393,723,"ACP6"
0,0,0,0,0,0,0,0,"MT2P1"
0,1,0,0,0,1,1,2,"WDR64"
1,1,1,3,6,7,0,4,"KIF26B"
393,1005,527,1078,583,727,1366,821,"TFB2M"
345,822,531,1055,545,669,1356,692,"CNST"
488,1440,563,1297,706,809,1551,833,"PPP1R21"
6,6,8,11,17,12,14,15,"KLHDC8A"
0,0,0,0,0,0,0,1,"PM20D1"
68,60,88,74,152,141,108,138,"PKDCC"
91,131,89,114,109,127,166,135,"OXER1"
125,219,191,245,200,225,294,241,"HAAO"
769,1732,1066,2173,1406,1460,2755,1648,"B3GALNT2"
2,2,0,0,1,2,1,0,"C1orf147"
4383,10248,5089,10558,6367,7052,12408,7750,"MAPKAPK2"
1,6,2,8,3,3,4,7,"IL20"
1,1,2,2,0,1,0,3,"IL24"
48,114,49,103,66,77,87,77,"FCMR"
14,10,19,12,6,17,8,12,"PIGR"
0,0,1,0,1,1,1,0,"FCAMR"
3199,10069,4076,10214,5062,5813,12468,6223,"CAPN2"
423,887,568,827,574,620,1080,764,"MRPL55"
147,250,161,220,145,157,291,146,"OBSCN-AS1"
1882,3775,2753,4142,3441,3757,5228,3685,"WDR26"
56,217,90,260,101,136,205,109,"REL"
165,367,270,361,283,381,477,367,"PUS10"
800,1885,1097,2097,1216,1414,2421,1548,"PEX13"
441,1203,553,1311,549,635,1452,647,"KIAA1841"
102,118,164,137,176,201,137,253,"TRIM17"
2,0,3,1,3,2,2,5,"RFTN2"
145,407,194,362,315,341,442,363,"DISC1"
3,0,4,1,5,2,1,1,"LINC01931"
35,100,54,167,100,68,131,92,"CAPN13"
0,0,0,0,0,0,0,0,"LRRTM1"
101,281,118,350,137,158,434,214,"MEMO1"
588,1418,835,1655,938,1000,2109,1087,"DPY30"
163,386,228,456,252,344,519,303,"TYW5"
170,305,228,333,194,275,367,286,"MAIP1"
27,22,56,11,50,63,28,81,"KCNF1"
404,1192,533,1322,572,642,1347,631,"SLC66A3"
400,1206,552,1192,600,823,1496,817,"ARL5A"
250,690,411,512,501,562,629,614,"LRATD1"
0,0,0,0,0,0,0,0,"KCNJ3"
0,0,0,0,0,0,0,0,"NEUROD1"
74,114,119,158,134,100,195,131,"CLHC1"
58,186,78,138,94,100,215,96,"PRORSD1P"
18,17,31,9,48,32,12,28,"FRZB"
57,94,91,141,82,78,179,82,"DUSP19"
284,858,306,855,339,446,1072,389,"CFAP36"
255,466,300,434,381,386,718,491,"NUP35"
292,691,424,665,509,546,952,604,"CCDC138"
0,0,0,1,0,0,0,0,"ZSWIM2"
889,1981,997,1709,1305,1438,2275,1564,"FBXO41"
7,6,4,5,9,8,16,11,"ALMS1P1"
386,857,441,715,525,630,2860,805,"ACTG2"
342,842,391,862,526,562,1154,600,"WDCP"
1337,3815,1828,4400,2137,2566,5160,2409,"SMC6"
10,18,20,57,22,30,33,52,"VSNL1"
54,153,46,125,49,60,147,52,"CCDC74A"
2321,5364,3179,5533,3596,4022,7174,4229,"H3-3A"
2,3,0,6,0,7,4,7,"ANKRD30BL"
1272,2707,1705,2748,1776,2073,3528,2270,"COQ8A"
61,209,73,162,50,66,207,80,"SLC16A14"
1,1,1,1,7,1,2,1,"TEKT4"
1536,2863,1830,2701,2050,2164,4060,2689,"EN1"
448,1108,674,1267,779,807,1372,820,"SGCB"
21,51,23,50,32,33,46,38,"SPATA18"
77,219,116,209,137,103,207,98,"NOSTRIN"
20,40,20,14,3,19,17,23,"CFAP221"
0,0,0,0,0,0,0,0,"CCDC140"
155,200,220,325,375,628,263,531,"SGPP2"
66,128,76,140,146,101,114,107,"INHBB"
0,0,0,0,0,0,0,0,"XIRP2"
133,270,135,204,111,151,299,206,"BBS5"
0,0,0,0,0,0,0,0,"BIRC8"
432,1354,691,1454,879,1153,1826,966,"SMARCAD1"
0,0,0,0,0,1,0,0,"HPGDS"
1400,3864,1961,4535,2366,2959,4737,2781,"PDLIM5"
0,0,0,0,0,0,0,1,"PDHA2"
1,3,5,7,1,1,3,5,"STPG2"
68,54,118,39,146,177,62,188,"NEURL3"
1503,3445,2098,3551,2334,2849,4472,2879,"RPRD2"
42,102,76,83,89,81,113,72,"ANKRD23"
949,1190,1270,1185,1231,1546,1037,1586,"CTSS"
11,41,30,34,58,21,50,42,"MSX1"
133,359,158,335,190,232,433,241,"PACRGL"
1157,1861,1518,1854,1471,1218,1959,1331,"BNIPL"
0,0,0,0,0,0,0,1,"C1QTNF7"
12,14,8,7,13,9,7,35,"TNFAIP8L2"
245,457,310,521,288,327,692,334,"LYSMD1"
635,1134,772,1230,866,1047,1506,1170,"SCNM1"
73,105,97,191,126,121,194,151,"TMOD4"
1271,2517,1528,2951,1899,2221,3679,2428,"VPS72"
1146,3118,1564,2798,1790,2027,4284,2164,"ERCC3"
1403,2523,1810,2918,2027,2424,3441,2618,"RNF149"
1485,3312,1857,3070,2271,2715,4269,2700,"IWS1"
158,279,161,315,178,227,372,275,"BOLA3"
481,1431,666,1471,855,947,1820,1020,"CDC42EP3"
8668,19342,10670,20782,13306,14973,22300,16735,"S100A11"
0,0,0,0,0,0,0,0,"LCE3D"
0,0,0,0,0,0,0,0,"SMCP"
40,70,38,57,60,74,37,77,"IVL"
0,0,0,0,0,0,0,0,"SPRR3"
522,1547,816,1720,995,1027,2125,1137,"DHX57"
5,2,16,1,20,24,1,37,"SPRR2D"
0,0,0,0,0,0,0,0,"BMP10"
16,14,24,12,38,47,8,38,"PGLYRP4"
3,10,8,2,15,10,5,12,"ARHGAP25"
1495,1207,1846,1386,2381,4045,964,3570,"S100A9"
0,0,0,0,0,0,0,0,"S100A12"
689,1352,815,1250,987,945,1716,1104,"TGFA"
0,0,1,0,0,1,0,0,"TDRD10"
554,1305,650,1611,968,958,1681,1059,"CCNYL1"
116,195,152,273,230,189,348,261,"FZD5"
0,0,0,0,0,0,0,0,"CRYGC"
510,1568,628,1343,719,847,1631,950,"DCAF16"
1,2,1,1,4,4,6,5,"C1orf189"
18,15,26,2,24,26,12,45,"NPPC"
141,491,193,502,187,282,689,269,"GNPDA2"
8,3,18,4,19,16,6,22,"ALPP"
0,0,0,0,0,0,0,0,"GABRG1"
3,1,3,0,1,3,1,6,"ALPG"
0,0,0,0,0,0,0,0,"GABRB1"
268,687,413,791,491,583,1009,594,"PAQR3"
213,455,315,607,437,504,554,518,"NIPAL1"
0,0,0,0,0,0,0,1,"ALPI"
84,34,125,60,146,239,74,167,"ANTXR2"
112,275,142,253,146,189,331,204,"HELQ"
360,705,404,745,490,555,968,627,"MRPS18C"
699,1807,981,2120,1173,1467,2650,1226,"CGGBP1"
134,339,158,323,158,201,433,178,"ABRAXAS1"
37,93,60,133,82,94,145,83,"GPR155"
14,38,7,26,24,25,21,13,"DAPL1"
465,940,576,982,561,621,1259,660,"PMVK"
1551,3116,1969,3004,2229,2003,3611,2223,"PBXIP1"
2384,6640,3189,8365,4550,6016,4152,5938,"CLDN1"
1588,3472,2136,3597,2507,2810,4623,3013,"PYGO2"
818,2265,1258,3145,1632,1784,3069,1386,"HIPK1"
1,0,0,0,2,0,3,4,"LENEP"
210,626,243,407,253,260,495,268,"DCST2"
10,60,12,41,13,20,32,14,"DCST1"
11,10,8,8,21,33,25,28,"COL6A3"
1243,2271,1489,2423,1952,2379,2785,2399,"INAVA"
0,0,0,0,0,0,0,0,"LINC01116"
1220,2690,1577,2779,1916,2162,3168,2343,"YY1AP1"
49,44,71,98,84,91,144,95,"KBTBD8"
0,0,1,0,2,2,1,6,"TAFA4"
320,712,351,730,395,526,1027,478,"EOGT"
1,0,0,1,0,1,0,0,"LMOD3"
1332,2557,1516,2648,1724,1770,3337,2176,"NAXE"
261,503,328,547,464,393,737,480,"POGLUT1"
8,16,12,13,17,18,3,17,"SLC22A15"
0,0,0,0,0,0,0,0,"CCKAR"
124,218,174,195,210,170,187,226,"IGFN1"
12972,26221,14850,29683,17767,21052,33039,20458,"ATP1A1"
354,1155,471,1019,525,544,1179,532,"SLC15A2"
11,8,39,9,58,38,7,53,"EIF4E3"
0,0,0,0,0,0,0,0,"PROK2"
0,0,0,0,0,0,0,0,"TEX55"
483,1440,648,1701,790,938,2010,949,"LRRC58"
4884,13132,6110,14267,7565,8747,16565,7792,"FSTL1"
9,23,3,18,11,4,26,2,"LMOD1"
4846,15272,5999,9161,5351,6581,12242,7055,"ELF3"
1,0,0,0,0,0,0,0,"PDCL2"
1576,4084,1977,4342,2245,2614,5495,2789,"TMEM183A"
14,17,18,27,22,20,34,17,"TMEM169"
954,1418,1622,1312,2371,2703,2025,2723,"IGFBP7"
369,727,421,656,422,422,779,593,"TRIM46"
203,371,223,389,257,300,469,345,"KRTCAP2"
0,0,0,0,0,0,0,0,"CXCR1"
5404,13548,7329,14443,8988,10610,17693,10454,"ARPC2"
3,12,10,6,8,10,10,8,"TSACC"
7037,13787,8719,15191,11372,13216,21155,14818,"CCT3"
1641,2680,2062,2597,1900,2072,2947,2247,"TMEM79"
3315,6589,4086,6960,4824,5668,8618,6205,"SSR2"
308,512,398,501,492,529,604,559,"RNF25"
841,1693,1349,1838,1557,1660,2318,1755,"STK36"
273,285,290,274,414,456,269,581,"ADORA1"
0,2,2,6,9,16,2,4,"NEK10"
0,0,0,0,0,1,0,0,"CCDC141"
0,0,0,0,2,0,0,0,"FEV"
1,1,4,0,5,3,0,4,"CRYBA2"
1,1,2,5,2,1,4,5,"IHH"
484,951,626,1038,829,1007,1393,952,"CIP2A"
3,0,18,2,12,22,1,12,"EOMES"
447,1033,638,1151,790,901,1500,938,"CWC22"
396,989,496,1027,608,751,1194,780,"AZI2"
180,578,266,755,358,496,786,424,"TGFBR2"
0,0,0,0,1,0,0,0,"RETNLB"
1266,5097,1808,3911,1791,2024,5156,2116,"ANKZF1"
266,526,276,593,330,351,571,393,"HDAC11"
1,0,0,0,0,0,0,0,"FCRL4"
0,0,0,0,0,0,0,0,"TRAT1"
154,96,167,115,217,181,99,265,"FBLN2"
141,357,174,297,224,240,287,251,"GLB1L"
2181,5642,2872,6168,3680,4428,6933,4089,"STT3B"
200,352,241,425,343,372,636,437,"CHCHD4"
0,0,0,0,0,0,0,0,"DPPA2"
2609,5003,3846,4248,4846,5315,6128,5602,"NFASC"
0,0,0,0,0,0,0,0,"FCRL1"
323,736,399,678,517,569,1076,616,"SGO2"
5,0,8,4,3,11,8,5,"SERPINI1"
573,1551,728,1600,916,988,2012,939,"CLASP2"
931,2010,1160,2222,1337,1489,3010,1643,"SUCLG1"
89,103,111,126,173,148,183,202,"NUAK2"
0,0,1,0,2,1,0,2,"SPTA1"
1193,3491,1629,3907,2046,2334,4707,2333,"PRKCI"
0,0,0,0,0,0,0,0,"MNDA"
2,4,2,1,0,3,0,3,"PYHIN1"
950,1122,1475,1471,2150,3376,950,2511,"IFI16"
0,0,1,0,0,1,0,0,"AIM2"
5,18,9,17,4,12,14,8,"EFHB"
69,180,85,208,93,128,259,160,"EIF5A2"
0,0,0,0,0,0,0,0,"SLC2A2"
352,715,394,575,494,625,846,663,"RPL22L1"
0,1,0,0,0,4,1,0,"FABP1"
707,1705,946,2234,1267,1143,2441,1143,"PPM1L"
36,126,48,132,45,61,117,53,"ICA1L"
999,1979,1316,2091,1549,1583,3032,2019,"SNHG16"
0,0,0,0,0,0,0,0,"CTLA4"
0,0,0,0,0,0,0,0,"ICOS"
435,746,596,742,619,869,1057,802,"RYBP"
972,1917,1399,1936,1325,1838,2687,1839,"PPP4R2"
2,3,1,7,6,3,5,0,"CD200R1"
236,584,339,630,412,459,749,458,"GTPBP8"
626,1516,847,1456,944,1097,1805,1094,"NEPRO"
52,89,41,104,75,55,125,82,"SPICE1"
1,3,1,4,6,3,4,4,"FAM86KP"
88,277,111,224,149,128,228,151,"CCDC191"
0,0,0,0,1,0,0,1,"CADPS"
44,85,71,105,68,86,143,102,"NKX6-1"
781,2135,983,2468,1176,1230,2846,1160,"CDS1"
513,1168,737,1331,962,1040,1563,974,"WDFY3"
160,524,204,481,230,246,598,254,"COX18"
296,725,345,871,481,493,1025,452,"PTPN13"
0,0,1,0,0,0,0,1,"SYNPR"
2,0,3,1,1,2,1,0,"ALB"
0,0,0,0,0,0,0,0,"C3orf49"
6,3,0,6,6,1,6,11,"C4orf36"
552,1219,735,1313,757,1003,1764,971,"THOC7"
433,1311,624,1410,789,916,1697,838,"ATXN7"
595,1406,732,1448,866,1033,1766,1173,"PSMD6"
137,572,222,702,377,353,736,351,"PRICKLE2"
80,464,159,526,352,381,379,272,"ADAMTS9"
500,785,831,1184,852,1006,1257,888,"PPM1K"
4,5,4,1,3,2,4,2,"ERICH6"
0,0,0,0,0,0,0,0,"CLRN1"
3680,9685,4490,9840,5191,6148,11761,6420,"GMPS"
535,1433,749,1261,859,918,1480,1106,"TIPARP"
2941,7999,4456,7756,5286,6915,8221,6549,"CCNL1"
902,2884,1243,2671,1740,1898,3171,2207,"PTX3"
15,34,14,26,17,21,22,23,"HESX1"
0,0,2,1,0,4,1,1,"DCLK3"
745,1863,1185,1941,1505,1611,2445,1605,"SLMAP"
3237,8383,3668,7960,4089,4368,10645,5165,"RPL9"
603,1994,742,1795,865,955,1914,927,"SMIM14"
257,526,324,584,392,454,772,492,"RPP14"
83,104,112,204,173,141,239,134,"ABHD6"
0,1,5,1,3,5,1,4,"DNASE1L3"
69,198,86,214,89,107,289,114,"C3orf67"
1389,3547,1745,3667,1982,2484,4316,2598,"RBM47"
337,905,485,857,621,620,1102,630,"APBB2"
998,2260,1189,2575,1446,1423,3178,1467,"IL17RE"
865,1514,1081,1453,1154,1296,2064,1367,"IL17RC"
72,144,76,206,90,109,244,116,"CRELD1"
32,35,39,52,40,50,67,35,"PRRT3"
0,0,2,5,1,2,4,0,"FANCD2OS"
515,1406,729,1377,828,834,1808,930,"PCOLCE2"
2866,6178,3916,7103,5033,5851,7372,5676,"U2SURP"
463,1027,589,927,708,717,1123,856,"MTMR14"
283,854,546,1014,605,670,1130,749,"TTC14"
77,233,151,73,119,139,124,206,"CXCL3"
1049,2345,1565,2729,2144,3531,2571,3489,"CXCL5"
0,2,0,1,0,0,0,0,"PPBP"
0,0,1,0,1,0,1,1,"PF4"
167,339,264,429,282,356,580,412,"MTHFD2L"
223,753,440,418,425,658,480,687,"CXCL1"
302,572,388,723,408,478,813,537,"RCHY1"
21,56,35,73,47,45,64,54,"PLSCR2"
13,38,29,35,18,45,35,20,"CCDC158"
0,0,0,0,0,0,0,0,"CPA3"
1722,3487,1988,3729,2292,2429,4481,2967,"GYG1"
1005,2547,1360,2729,1630,1811,3169,1844,"HPS3"
721,2096,944,2899,1576,1670,3111,1597,"TM4SF18"
802,2649,1162,2537,1454,1687,3264,1613,"TOPBP1"
1392,3575,1904,3939,2231,2606,4860,2705,"RYK"
203,712,346,693,415,451,825,444,"SNRK"
1,1,1,1,1,0,2,1,"TCF23"
12,27,24,25,13,15,26,31,"DNAJC5G"
19,15,22,23,17,37,38,28,"UCN"
625,873,870,890,986,1084,1156,1143,"ZNF513"
795,2009,1082,2222,1437,1659,2852,1803,"SLC4A1AP"
90,106,113,86,136,198,76,155,"PLB1"
13,22,18,26,17,30,35,24,"SPDYA"
463,1515,653,1306,791,939,1850,894,"KIAA1143"
473,1223,605,1116,865,961,1634,920,"KIF15"
2,2,3,1,3,4,3,5,"TGM4"
1993,4346,2494,4608,3267,4196,6340,4196,"WDR43"
1068,2705,1371,2890,1751,2016,3446,2084,"ZDHHC3"
1487,4503,2270,4206,2770,3415,5112,3359,"CDCP1"
0,1,1,0,0,0,2,0,"CLEC3B"
2,5,2,2,10,9,3,9,"SLC6A20"
254,737,312,793,323,415,1079,408,"LZTFL1"
496,1937,702,1949,1154,1301,2178,1189,"FYCO1"
5,34,15,15,32,26,8,18,"CCR1"
0,0,0,0,0,0,0,0,"RTP3"
0,0,3,0,3,0,0,3,"LRRC2"
249,591,272,453,285,346,711,357,"ELP6"
1,0,0,0,0,0,0,0,"FBXO40"
1021,1663,1817,1695,2722,3704,1625,3212,"DTX3L"
545,1405,841,1510,1012,1246,1747,1175,"ZNF148"
118,319,136,310,104,175,342,177,"NMNAT3"
554,1247,666,1351,840,1123,1601,1179,"SMIM12"
136,424,217,453,260,257,522,295,"ZMYM6"
322,664,415,714,512,546,969,612,"TPRA1"
2318,7200,3629,7571,5031,5394,8878,5245,"YEATS2"
